issn,journal_title,issn_cr,Source title,Source type,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP.x,SNIP (lower bound),SNIP (upper bound),% self cit,issn_type,year_founded,year_OA_initiated,year_reverse_flipped,OA_content_still_OA,journal_location,prev. publisher,journal_name,publisher,oa_model,apc_pre,apc_post,apc_now,evidence,evidence_II,evidence_III,Comment,Discipline,SNIP.y,najko,mikael,included in OAD,X__1,Has been a subscription journal before OA?,Founded before 1985? (Assumed to have been subscr. based if founded before that),Link evidence of subscription-based past,Link evidence of born oa-based past,Flipped OA,Born OA,id
0916-9636,Hypertension Research,1348-4214,Hypertension Research,Journal,1314; 2705; 2724,2012,1,526,2.93726235741445,2.48859315589354,3.55703422053232,1.22951872879756,0.964440804033892,1.64101933809094,0.0770226537216828,Electronic ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,1348-4214,Hypertension Research,Journal,1314; 2705; 2724,2013,1,527,2.96394686907021,2.67552182163188,3.27893738140417,1.16427657017818,1.05014325684532,1.28361065272102,0.0640204865556978,Electronic ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,1348-4214,Hypertension Research,Journal,1314; 2705; 2724,2014,1,491,2.65580448065173,2.37881873727088,2.94093686354379,1.0840999579187,0.962197078149095,1.20895445180786,0.0613496932515337,Electronic ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,1348-4214,Hypertension Research,Journal,1314; 2705; 2724,2015,1,434,2.84792626728111,2.52073732718894,3.26036866359447,1.18150464177975,1.01306567288494,1.40354769425336,0.209546925566343,Electronic ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,1348-4214,Hypertension Research,Journal,1314; 2705; 2724,2016,1,391,3.00255754475703,2.50383631713555,3.66496163682864,1.24054226911215,0.975501089339569,1.65468481793488,0.245315161839864,Electronic ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,1348-4214,Hypertension Research,Journal,1314; 2705; 2724,2017,1,367,2.9291553133515,2.46049046321526,3.67847411444142,1.27212859143057,1.02661396153914,1.66123080481893,0.273488372093023,Electronic ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,1999,1,136,0.985294117647059,0.75,1.22794117647059,0.44413586751773,0.32314710403089,0.569593485990133,0.0671641791044776,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2e3,1,120,1.80833333333333,1.48333333333333,2.175,0.837434536842167,0.637855389199234,1.0589615429562,0.442396313364055,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2001,1,192,1.54166666666667,1.31770833333333,1.82291666666667,0.833068783405297,0.675994992039803,1.00352083476359,0.503378378378378,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2002,1,253,2.04743083003953,1.79446640316206,2.3201581027668,0.880986647213589,0.765738134816944,1.01603103151325,0.546332046332046,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2003,1,343,2.05247813411079,1.80466472303207,2.31195335276968,0.823175965749159,0.708340526199933,0.960204448046484,0.46875,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2004,1,387,2.15762273901809,1.91472868217054,2.48320413436692,0.850044861867042,0.736978249686201,0.989849856469353,0.365269461077844,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2005,1,412,2.86893203883495,2.53883495145631,3.26456310679612,1.10979439440713,0.963187952343631,1.29749258402738,0.39424703891709,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2006,1,410,2.97073170731707,2.69024390243902,3.28292682926829,1.07120368083649,0.960853683405118,1.20040941530373,0.343185550082102,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2007,1,380,3,2.71578947368421,3.32368421052632,1.16513580667406,1.03234980392897,1.32006226998277,0.316666666666667,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2008,1,401,3.08478802992519,2.76059850374065,3.45386533665835,1.35393267042972,1.17639785310824,1.56119398647666,0.272433306386419,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2009,1,516,2.61046511627907,2.33527131782946,2.93217054263566,1.09376038232813,0.962445808505864,1.24951665472572,0.142538975501114,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2010,1,552,2.71739130434783,2.44202898550725,3.09239130434783,1.04257008288708,0.899724567108387,1.22685776840728,0.098,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2011,1,587,2.57410562180579,2.26235093696763,2.95059625212947,1.02503959757862,0.862185683342537,1.24330760757632,0.0926538716082065,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2012,1,526,2.93726235741445,2.48859315589354,3.55703422053232,1.22951872879756,0.964440804033892,1.64101933809094,0.0770226537216828,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2013,1,527,2.96394686907021,2.67552182163188,3.27893738140417,1.16427657017818,1.05014325684532,1.28361065272102,0.0640204865556978,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
